reservoir_name,dam_name,district,sub_basin,major_basin,elevation_m,relative_depth_fraction,water_spread_area_sqkm,cumulative_storage_mcm,storage_percent,curve_beta,curve_method,capacity_confidence
Barna,Barna Dam,Raisen,Barna,Narmada,341.444,0.32,38.9073,93.73092,20.564,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,341.862,0.36,40.727,110.37905,24.217,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,342.28,0.4,42.42677,127.76201,28.03,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,342.698,0.44,44.02543,145.83377,31.995,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,343.116,0.48,45.53744,164.55521,36.103,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,343.534,0.52,46.97417,183.89259,40.345,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,343.952,0.56,48.34475,203.81641,44.716,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,344.37,0.6,49.65666,224.30063,49.21,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,344.788,0.64,50.91607,245.32206,53.822,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,345.206,0.68,52.12818,266.85988,58.548,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,345.624,0.72,53.29741,288.89525,63.382,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,346.042,0.76,54.42754,311.41107,68.322,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,346.46,0.8,55.52182,334.39168,73.364,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,346.878,0.84,56.58311,357.82272,78.504,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,347.296,0.88,57.61391,381.69092,83.741,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,347.714,0.92,58.61642,405.98401,89.071,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,348.132,0.96,59.5926,430.69058,94.491,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Barna,Barna Dam,Raisen,Barna,Narmada,348.55,1.0,60.5442,455.8,100.0,0.38808,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,453.54,0.0,0.0,0.0,0.0,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,453.796,0.04,1.15905,0.19445,0.736,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,454.052,0.08,1.66884,0.55996,2.119,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,454.308,0.12,2.06548,1.03958,3.935,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,454.564,0.16,2.40285,1.6125,6.103,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,454.82,0.2,2.70204,2.2666,8.579,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,455.076,0.24,2.97394,2.99363,11.331,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,455.332,0.28,3.22507,3.78749,14.336,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,455.588,0.32,3.45969,4.64346,17.576,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,455.844,0.36,3.68077,5.5577,21.036,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,456.1,0.4,3.89047,6.52705,24.705,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,456.356,0.44,4.09045,7.5488,28.572,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,456.612,0.48,4.28197,8.62064,32.629,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,456.868,0.52,4.46607,9.74053,36.868,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,457.124,0.56,4.64356,10.9067,41.282,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,457.38,0.6,4.81514,12.11753,45.865,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,457.636,0.64,4.98137,13.37159,50.612,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,457.892,0.68,5.14275,14.66758,55.517,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,458.148,0.72,5.29968,16.0043,60.576,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,458.404,0.76,5.45254,17.38067,65.786,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,458.66,0.8,5.60162,18.79568,71.142,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,458.916,0.84,5.74721,20.2484,76.64,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,459.172,0.88,5.88955,21.73797,82.278,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,459.428,0.92,6.02885,23.26359,88.053,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,459.684,0.96,6.16531,24.8245,93.961,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Dahod,Dahod Dam,Raisen,Betwa,Narmada,459.94,1.0,6.2991,26.42,100.0,0.5259,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,380.0,0.0,0.0,0.0,0.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,380.8,0.04,20.11664,18.01802,3.092,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,381.6,0.08,21.26366,38.09075,6.536,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,382.4,0.12,21.9647,59.01984,10.128,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,383.2,0.16,22.47607,80.52521,13.818,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,384.0,0.2,22.8809,102.46951,17.584,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,384.8,0.24,23.21708,124.77007,21.411,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,385.6,0.28,23.50517,147.37131,25.289,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,386.4,0.32,23.75761,170.2332,29.212,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,387.2,0.36,23.98253,193.32543,33.175,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,388.0,0.4,24.18553,216.62425,37.173,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,388.8,0.44,24.37064,240.11051,41.203,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,389.6,0.48,24.54087,263.76843,45.263,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,390.4,0.52,24.69852,287.58478,49.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,391.2,0.56,24.84539,311.54828,53.462,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,392.0,0.6,24.9829,335.64921,57.597,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,392.8,0.64,25.11222,359.87912,61.755,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,393.6,0.68,25.23431,384.23056,65.934,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,394.4,0.72,25.34996,408.69693,70.132,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,395.2,0.76,25.45985,433.27234,74.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,396.0,0.8,25.56454,457.95148,78.585,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,396.8,0.84,25.66452,482.72958,82.836,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,397.6,0.88,25.76021,507.60228,87.105,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,398.4,0.92,25.85198,532.56563,91.388,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,399.2,0.96,25.94015,557.61598,95.687,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kundalia Major Project,Kundalia Major Project,Rajgarh,Chambal,Ganges - Bramaputra,400.0,1.0,26.025,582.75,100.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,446.28,0.0,0.0,0.0,0.0,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,446.46,0.04,1.61761,0.19834,0.887,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,446.64,0.08,2.23757,0.5487,2.453,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,446.82,0.12,2.70519,0.99505,4.448,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,447.0,0.16,3.09511,1.51798,6.786,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,447.18,0.2,3.43587,2.10637,9.416,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,447.36,0.24,3.74195,2.75282,12.306,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,447.54,0.28,4.02192,3.45191,15.431,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,447.72,0.32,4.28132,4.19948,18.773,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,447.9,0.36,4.52397,4.99218,22.316,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,448.08,0.4,4.75267,5.82727,26.049,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,448.26,0.44,4.96949,6.70243,29.962,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,448.44,0.48,5.17606,7.61567,34.044,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,448.62,0.52,5.37366,8.56527,38.289,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,448.8,0.56,5.56332,9.54971,42.69,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,448.98,0.6,5.74591,10.56765,47.24,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,449.16,0.64,5.92213,11.61786,51.935,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,449.34,0.68,6.09259,12.69927,56.769,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,449.52,0.72,6.25779,13.81088,61.738,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,449.7,0.76,6.41817,14.95178,66.839,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,449.88,0.8,6.57413,16.12115,72.066,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,450.06,0.84,6.72599,17.31822,77.417,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,450.24,0.88,6.87404,18.54228,82.889,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,450.42,0.92,7.01857,19.79266,88.479,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,450.6,0.96,7.15978,21.06876,94.183,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kunwar Chain Sagar (Dudhi),Kuwar Chain Sagar (Dudhi),Rajgarh,Chambal,Chambal,450.78,1.0,7.2979,22.37,100.0,0.46806,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,415.6,0.0,0.0,0.0,0.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,415.732,0.04,3.54246,0.45884,3.092,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,415.864,0.08,3.74445,0.97,6.536,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,415.996,0.12,3.8679,1.50297,10.128,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,416.128,0.16,3.95795,2.05061,13.818,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,416.26,0.2,4.02924,2.60943,17.584,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,416.392,0.24,4.08844,3.17733,21.411,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,416.524,0.28,4.13917,3.75288,25.289,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,416.656,0.32,4.18362,4.33507,29.212,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,416.788,0.36,4.22323,4.92312,33.175,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,416.92,0.4,4.25898,5.51644,37.173,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,417.052,0.44,4.29157,6.11453,41.203,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,417.184,0.48,4.32155,6.71699,45.263,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,417.316,0.52,4.34931,7.32348,49.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,417.448,0.56,4.37517,7.93372,53.462,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,417.58,0.6,4.39939,8.54746,57.597,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,417.712,0.64,4.42216,9.16449,61.755,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,417.844,0.68,4.44366,9.78461,65.934,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,417.976,0.72,4.46403,10.40766,70.132,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,418.108,0.76,4.48338,11.03348,74.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,418.24,0.8,4.50181,11.66195,78.585,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,418.372,0.84,4.51942,12.29293,82.836,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,418.504,0.88,4.53627,12.92633,87.105,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,418.636,0.92,4.55243,13.56203,91.388,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,418.768,0.96,4.56796,14.19995,95.687,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Kushalpura,Kushalpura,Rajgarh,Chambal,Ganges - Bramaputra,418.9,1.0,4.5829,14.84,100.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,377.05,0.0,0.0,0.0,0.0,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,377.888,0.04,8.53385,4.81714,0.841,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,378.726,0.08,11.94027,13.47995,2.353,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,379.564,0.12,14.53256,24.60977,4.295,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,380.402,0.16,16.70641,37.72137,6.584,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,381.24,0.2,18.61412,52.53598,9.169,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,382.078,0.24,20.33345,68.86629,12.019,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,382.916,0.28,21.91045,86.57522,15.11,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,383.754,0.32,23.37503,105.55688,18.423,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,384.592,0.36,24.74794,125.72622,21.943,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,385.43,0.4,26.04423,147.01305,25.659,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,386.268,0.44,27.27527,169.35814,29.558,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,387.106,0.48,28.44986,192.71065,33.634,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,387.944,0.52,29.57499,217.0263,37.878,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,388.782,0.56,30.65634,242.26612,42.283,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,389.62,0.6,31.69855,268.39541,46.844,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,390.458,0.64,32.70553,295.38306,51.554,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,391.296,0.68,33.68056,323.20096,56.409,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,392.134,0.72,34.62646,351.82355,61.405,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,392.972,0.76,35.54563,381.22744,66.536,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,393.81,0.8,36.44019,411.39115,71.801,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mohanpura Multipurpose Project,Mohanpura,Rajgarh,Chambal,Ganges - Bramaputra,394.648,0.84,37.31197,442.29483,77.195,0.48457,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
