reservoir_name,dam_name,district,sub_basin,major_basin,elevation_m,relative_depth_fraction,water_spread_area_sqkm,cumulative_storage_mcm,storage_percent,curve_beta,curve_method,capacity_confidence
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,320.19,0.0,0.0,0.0,0.0,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,321.092,0.04,0.00031,7e-05,0.0,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,321.994,0.08,0.00276,0.0012,0.003,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,322.896,0.12,0.00983,0.00644,0.016,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,323.798,0.16,0.02422,0.02114,0.051,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,324.7,0.2,0.04874,0.05318,0.129,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,325.602,0.24,0.0863,0.11299,0.274,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,326.504,0.28,0.1399,0.21369,0.519,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,327.406,0.32,0.21258,0.37111,0.901,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,328.308,0.36,0.30748,0.60387,1.465,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,329.21,0.4,0.42776,0.93344,2.265,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,330.112,0.44,0.57665,1.38415,3.359,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,331.014,0.48,0.7574,1.98329,4.813,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,331.916,0.52,0.97332,2.76108,6.7,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,332.818,0.56,1.22775,3.75074,9.102,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,333.72,0.6,1.52406,4.98853,12.105,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,334.622,0.64,1.86566,6.51376,15.806,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,335.524,0.68,2.25598,8.36882,20.308,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,336.426,0.72,2.6985,10.59924,25.72,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,337.328,0.76,3.1967,13.25366,32.161,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,338.23,0.8,3.75411,16.38389,39.757,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,339.132,0.84,4.37427,20.04494,48.641,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,340.034,0.88,5.06075,24.29501,58.954,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,340.936,0.92,5.81713,29.19555,70.846,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,341.838,0.96,6.64704,34.81122,84.473,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Kaketo,Kaketo,Gwalior,Sind,Ganges - Bramaputra,342.74,1.0,7.5541,41.21,100.0,3.13358,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,211.83,0.0,0.0,0.0,0.0,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,212.379,0.04,1.39314,0.43527,0.35,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,212.928,0.08,2.35353,1.47068,1.184,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,213.476,0.12,3.19838,2.99792,2.413,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,214.025,0.16,3.97598,4.96905,4.0,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,214.574,0.2,4.70712,7.35351,5.919,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,215.123,0.24,5.40325,10.12921,8.154,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,215.672,0.28,6.07155,13.27904,10.689,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,216.22,0.32,6.71691,16.78916,13.515,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,216.769,0.36,7.34287,20.64798,16.621,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,217.318,0.4,7.95208,24.84563,20.0,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,217.867,0.44,8.54661,29.37351,23.644,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,218.416,0.48,9.1281,34.22401,27.549,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,218.964,0.52,9.6979,39.39037,31.708,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,219.513,0.56,10.25711,44.86649,36.116,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,220.062,0.6,10.80666,50.64681,40.769,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,220.611,0.64,11.34736,56.72626,45.662,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,221.16,0.68,11.87989,63.10018,50.793,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,221.708,0.72,12.40484,69.76424,56.157,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,222.257,0.76,12.92273,76.71444,61.752,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,222.806,0.8,13.43402,83.94703,67.574,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,223.355,0.84,13.93913,91.45849,73.62,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,223.904,0.88,14.4384,99.24555,79.889,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,224.452,0.92,14.93218,107.30508,86.376,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,225.001,0.96,15.42076,115.63416,93.081,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Tigra,Tigra,Gwalior,Kunwari,Ganges - Bramaputra,225.55,1.0,15.9044,124.23,100.0,0.75649,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,403.35,0.0,0.0,0.0,0.0,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,404.126,0.04,37.90598,18.38317,0.578,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,404.903,0.08,57.49184,55.76335,1.754,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,405.679,0.12,73.35421,106.72324,3.356,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,406.456,0.16,87.19764,169.1521,5.319,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,407.232,0.2,99.71054,241.78187,7.603,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,408.008,0.24,111.25604,323.7334,10.18,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,408.785,0.28,122.05458,414.34754,13.03,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,409.561,0.32,132.25231,513.10462,16.135,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,410.338,0.36,141.95231,619.58034,19.484,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,411.114,0.4,151.23057,733.41917,23.063,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,411.89,0.44,160.14515,854.31716,26.865,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,412.667,0.48,168.74159,982.0103,30.881,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,413.443,0.52,177.05647,1116.26629,35.103,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,414.22,0.56,185.11968,1256.87849,39.524,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,414.996,0.6,192.95607,1403.66146,44.14,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,415.772,0.64,200.58655,1556.44742,48.945,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,416.549,0.68,208.02892,1715.08359,53.933,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,417.325,0.72,215.29849,1879.43002,59.102,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,418.102,0.76,222.40858,2049.35783,64.445,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,418.878,0.8,229.3708,2224.74781,69.961,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,419.654,0.84,236.19541,2405.4892,75.644,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,420.431,0.88,242.8915,2591.47879,81.493,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,421.207,0.92,249.46717,2782.61997,87.504,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,421.984,0.96,255.92969,2978.82213,93.674,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Bargi,Bargi,Jabalpur,Banjar / Gaur,Narmada,422.76,1.0,262.2856,3180.0,100.0,0.60093,rs_top_area_official_capacity_calibrated,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,441.0,0.0,0.0,0.0,0.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,441.42,0.04,8.14351,4.19261,3.092,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,441.84,0.08,8.60784,8.86333,6.536,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,442.26,0.12,8.89163,13.73332,10.128,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,442.68,0.16,9.09864,18.7374,13.818,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,443.1,0.2,9.26252,23.84361,17.584,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,443.52,0.24,9.39861,29.03273,21.411,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,443.94,0.28,9.51524,34.29181,25.289,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,444.36,0.32,9.61743,39.61153,29.212,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,444.78,0.36,9.70848,44.98486,33.175,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,445.2,0.4,9.79065,50.40626,37.173,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,445.62,0.44,9.86559,55.87127,41.203,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,446.04,0.48,9.9345,61.37623,45.263,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,446.46,0.52,9.99832,66.91805,49.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,446.88,0.56,10.05778,72.49412,53.462,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,447.3,0.6,10.11344,78.10216,57.597,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,447.72,0.64,10.16579,83.74021,61.755,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,448.14,0.68,10.21522,89.40655,65.934,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,448.56,0.72,10.26204,95.09962,70.132,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,448.98,0.76,10.30652,100.81807,74.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,449.4,0.8,10.3489,106.56065,78.585,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,449.82,0.84,10.38937,112.32627,82.836,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,450.24,0.88,10.42811,118.11389,87.105,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,450.66,0.92,10.46526,123.92261,91.388,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,451.08,0.96,10.50095,129.75157,95.687,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Mahi Main,Mahi Main Dam,Jhabua,Mahi,Mahi,451.5,1.0,10.5353,135.6,100.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,254.13,0.0,0.0,0.0,0.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,254.45,0.04,509.44735,286.98973,3.092,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,254.77,0.08,538.49504,606.70664,6.536,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,255.09,0.12,556.2487,940.06376,10.128,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,255.41,0.16,569.19897,1282.59973,13.818,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,255.73,0.2,579.45126,1632.12704,17.584,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,256.05,0.24,587.96491,1987.3287,21.411,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,256.37,0.28,595.26062,2347.31967,25.289,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,256.69,0.32,601.65358,2711.46211,29.212,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,257.01,0.36,607.34954,3079.2735,33.175,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,257.33,0.4,612.49043,3450.37545,37.173,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,257.65,0.44,617.17841,3824.46292,41.203,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,257.97,0.48,621.48952,4201.28458,45.263,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,258.29,0.52,625.48194,4580.6296,49.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,258.61,0.56,629.20121,4962.31847,53.462,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,258.93,0.6,632.68365,5346.19647,57.597,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,259.25,0.64,635.95869,5732.12874,61.755,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,259.57,0.68,639.05056,6119.99673,65.934,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,259.89,0.72,641.97942,6509.69529,70.132,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,260.21,0.76,644.76224,6901.13056,74.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,260.53,0.8,647.41344,7294.21819,78.585,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,260.85,0.84,649.94537,7688.88195,82.836,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,261.17,0.88,652.36871,8085.05261,87.105,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,261.49,0.92,654.69276,8482.66698,91.388,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,261.81,0.96,656.92563,8881.6672,95.687,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Indira Sagar,Indirasagar,Khandwa,Narmada,Narmada,262.13,1.0,659.0745,9282.0,100.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,193.54,0.0,0.0,0.0,0.0,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,193.662,0.04,52.47526,6.8974,3.092,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,193.785,0.08,55.4673,14.58135,6.536,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,193.907,0.12,57.296,22.59313,10.128,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,194.03,0.16,58.62994,30.82551,13.818,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,194.152,0.2,59.68596,39.22591,17.584,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,194.274,0.24,60.56291,47.76269,21.411,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,194.397,0.28,61.3144,56.41457,25.289,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,194.519,0.32,61.9729,65.16623,29.212,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,194.642,0.36,62.55961,74.00607,33.175,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,194.764,0.4,63.08914,82.92499,37.173,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,194.886,0.44,63.57202,91.91566,41.203,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.009,0.48,64.01609,100.97205,45.263,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.131,0.52,64.42732,110.08908,49.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.254,0.56,64.81042,119.26244,53.462,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.376,0.6,65.16913,128.48842,57.597,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.498,0.64,65.50647,137.76377,61.755,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.621,0.68,65.82495,147.08564,65.934,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.743,0.72,66.12663,156.4515,70.132,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.866,0.76,66.41328,165.8591,74.35,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,195.988,0.8,66.68636,175.30642,78.585,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,196.11,0.84,66.94716,184.79162,82.836,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,196.233,0.88,67.19677,194.31303,87.105,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,196.355,0.92,67.43616,203.86914,91.388,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
Omkareshwar,Omkareshwar,Khandwa,Narmada,Narmada,196.478,0.96,67.66616,213.45856,95.687,0.08,rs_top_area_inconsistent_screening_clamped,High - official capacity calibrated
