reservoir_name,dam_name,district,sub_basin,major_basin,elevation_m,relative_depth_fraction,water_spread_area_sqkm,segmental_live_capacity_mcm,cumulative_storage_mcm,storage_percent,curve_beta,curve_method,capacity_confidence,matched_waterbody_name,fabdem_sample_count,fabdem_min_m,fabdem_max_m,fabdem_p05_m,fabdem_p95_m
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,356.62,0.0,0.0,0.0,0.0,0.0,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,357.195,0.04,70.02836,21.34717,21.34717,1.095,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,357.77,0.08,72.49272,43.44557,64.79274,3.323,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,358.346,0.12,75.65278,45.1601,109.95284,5.639,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,358.921,0.16,81.195,47.81287,157.76571,8.091,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,359.496,0.2,87.61722,51.46006,209.22577,10.73,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,360.071,0.24,93.33163,55.15974,264.38551,13.558,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,360.646,0.28,99.05729,58.64709,323.0326,16.566,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,361.222,0.32,104.89717,62.17268,385.20529,19.754,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,361.797,0.36,111.97961,66.11187,451.31716,23.144,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,362.372,0.4,118.15349,70.15288,521.47004,26.742,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,362.947,0.44,124.484,73.96467,595.43471,30.535,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,363.522,0.48,130.50559,77.73003,673.16475,34.521,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,364.098,0.52,136.35325,81.34821,754.51296,38.693,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,364.673,0.56,141.50522,84.7013,839.21426,43.037,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,365.248,0.6,146.43741,87.77531,926.98957,47.538,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,365.823,0.64,151.49073,90.81926,1017.80882,52.195,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,366.398,0.68,155.94354,93.71707,1111.52589,57.001,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,366.974,0.72,159.92044,96.28675,1207.81264,61.939,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,367.549,0.76,163.65159,98.63644,1306.44908,66.997,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,368.124,0.8,167.34294,100.89909,1407.34817,72.172,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,368.699,0.84,171.11909,103.17545,1510.52362,77.463,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,369.274,0.88,174.94456,105.4927,1616.01632,82.873,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,369.85,0.92,178.66187,107.79201,1723.80833,88.4,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,370.425,0.96,183.31803,110.34455,1834.15288,94.059,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Rajghat,Rajghat,Ashoknagar,Jamni,Ganges - Bramaputra,371.0,1.0,196.7128,115.84712,1950.0,100.0,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Rajghat,227336,358.0,406.23,358.0,369.24
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,333.5,0.0,0.0,0.0,0.0,0.0,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,333.936,0.04,12.12283,3.22058,3.22058,1.265,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,334.372,0.08,12.32217,6.49412,9.7147,3.814,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,334.808,0.12,12.50734,6.59627,16.31097,6.404,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,335.244,0.16,12.68188,6.69183,23.00281,9.032,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,335.68,0.2,12.91843,6.80104,29.80385,11.702,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,336.116,0.24,13.26928,6.9571,36.76095,14.434,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,336.552,0.28,13.8744,7.21106,43.97201,17.265,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,336.988,0.32,14.72937,7.59895,51.57096,20.249,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,337.424,0.36,15.80849,8.11277,59.68373,23.434,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,337.86,0.4,17.16669,8.76027,68.444,26.874,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,338.296,0.44,18.53996,9.48592,77.92992,30.598,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,338.732,0.48,20.15775,10.28053,88.21046,34.635,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,339.168,0.52,21.42559,11.04714,99.25759,38.973,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,339.604,0.56,22.27435,11.60944,110.86703,43.531,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,340.04,0.6,22.91669,12.00557,122.8726,48.245,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,340.476,0.64,23.48548,12.32732,135.19992,53.085,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,340.912,0.68,23.93822,12.5987,147.79862,58.032,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,341.348,0.72,24.31122,12.81807,160.61669,63.065,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,341.784,0.76,24.58941,12.99107,173.60776,68.165,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,342.22,0.8,24.83394,13.12994,186.73769,73.321,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,342.656,0.84,25.13517,13.27492,200.01262,78.533,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,343.092,0.88,25.38502,13.42132,213.43394,83.803,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,343.528,0.92,25.58436,13.54066,226.9746,89.119,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,343.964,0.96,25.74118,13.63528,240.60987,94.473,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Bawanthadi (Rajiv Sagar),Bawanthadi (Rajiv Sagar),Balaghat,Wainganga,Godavari,344.4,1.0,27.2438,14.07613,254.686,100.0,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Bawanthedi,30750,317.95,356.02,333.5,346.726
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,623.85,0.0,0.0,0.0,0.0,0.0,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,624.46,0.04,0.67723,0.25586,0.25586,0.366,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,625.07,0.08,0.79554,0.55642,0.81228,1.163,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,625.68,0.12,0.9271,0.65083,1.46311,2.096,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,626.29,0.16,1.02688,0.73823,2.20134,3.153,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,626.9,0.2,1.13018,0.81495,3.01629,4.32,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,627.51,0.24,1.30059,0.91836,3.93465,5.635,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,628.12,0.28,1.47542,1.0488,4.98345,7.138,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,628.73,0.32,1.73324,1.21225,6.1957,8.874,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,629.34,0.36,1.94868,1.39106,7.58676,10.866,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,629.95,0.4,2.19326,1.56485,9.15161,13.107,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,630.56,0.44,2.47227,1.76267,10.91428,15.632,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,631.17,0.48,2.73892,1.96883,12.88311,18.452,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,631.78,0.52,3.04972,2.18699,15.07011,21.584,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,632.39,0.56,3.39496,2.43485,17.50495,25.072,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,633.0,0.6,3.719,2.68771,20.19266,28.921,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,633.61,0.64,4.19491,2.98994,23.1826,33.203,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,634.22,0.68,4.58165,3.31585,26.49845,37.953,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,634.83,0.72,5.03813,3.63443,30.13287,43.158,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,635.44,0.76,5.54672,3.99904,34.13191,48.886,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,636.05,0.8,6.24072,4.45338,38.58529,55.264,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,636.66,0.84,7.08129,5.03315,43.61844,62.473,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,637.27,0.88,7.86006,5.64495,49.2634,70.558,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,637.88,0.92,8.66001,6.2414,55.5048,79.497,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,638.49,0.96,9.36019,6.80817,62.31297,89.248,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Parasdoh Tank,Parasdoh,Betul,Tapi,Tapti,639.1,1.0,10.5098,7.50703,69.82,100.0,,stage2b_fabdem_hypsometry_official_capacity_calibrated,High - official capacity calibrated,Parasdoh,11903,614.0,641.52,620.47,638.06
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,486.16,0.0,0.0,0.0,0.0,0.0,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,486.94,0.04,0.15785,0.06289,0.06289,0.183,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,487.721,0.08,0.30678,0.18158,0.24447,0.71,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,488.501,0.12,0.45252,0.29643,0.5409,1.572,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,489.282,0.16,0.59623,0.40933,0.95023,2.762,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,490.062,0.2,0.73844,0.52088,1.47111,4.275,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,490.842,0.24,0.87947,0.63137,2.10248,6.11,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,491.623,0.28,1.01953,0.74105,2.84353,8.264,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,492.403,0.32,1.15876,0.85002,3.69355,10.734,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,493.184,0.36,1.29728,0.9584,4.65195,13.519,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,493.964,0.4,1.43515,1.06623,5.71818,16.618,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,494.744,0.44,1.57246,1.1736,6.89178,20.028,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,495.525,0.48,1.70925,1.28056,8.17234,23.75,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,496.305,0.52,1.84557,1.38712,9.55946,27.781,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,497.086,0.56,1.98146,1.49333,11.05279,32.121,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,497.866,0.6,2.11694,1.59922,12.65201,36.768,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,498.646,0.64,2.25205,1.70481,14.35682,41.723,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,499.427,0.68,2.38682,1.81011,16.16693,46.983,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,500.207,0.72,2.52125,1.91515,18.08208,52.549,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,500.988,0.76,2.65538,2.01994,20.10202,58.419,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,501.768,0.8,2.78922,2.1245,22.22652,64.593,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,502.548,0.84,2.92277,2.22883,24.45535,71.07,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,503.329,0.88,3.05607,2.33297,26.78832,77.85,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,504.109,0.92,3.18912,2.43688,29.2252,84.932,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,504.89,0.96,3.32192,2.54063,31.76583,92.316,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kaliasote,Kaliasote,Bhopal,Jamni,Ganges - Bramaputra,505.67,1.0,3.4545,2.64417,34.41,100.0,0.95865,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kaliyasote,0,,,,
Kerwa,Kerwan,Bhopal,Jamni,Ganges - Bramaputra,500.79,0.0,0.0,0.0,0.0,0.0,0.62207,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kerwa,0,,,,
Kerwa,Kerwan,Bhopal,Jamni,Ganges - Bramaputra,501.156,0.04,0.54057,0.12184,0.12184,0.54,0.62207,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kerwa,0,,,,
Kerwa,Kerwan,Bhopal,Jamni,Ganges - Bramaputra,501.521,0.08,0.83198,0.2532,0.37504,1.662,0.62207,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kerwa,0,,,,
Kerwa,Kerwan,Bhopal,Jamni,Ganges - Bramaputra,501.887,0.12,1.07066,0.34891,0.72395,3.209,0.62207,stage2a_fallback_flat_or_invalid_dem,High - official capacity calibrated,Kerwa,0,,,,
