station_code,station_name,district,river,tributary,latitude,longitude,comid,streamorder,forecast_time,lead_day,meanflow_cms,returnperiod,linkage_status,distance_m
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-08T00:00:00+00:00,5,470.5,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-08T03:00:00+00:00,5,504.8,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-08T06:00:00+00:00,5,549.5,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-08T09:00:00+00:00,5,611.7,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-08T12:00:00+00:00,5,667.2,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-08T15:00:00+00:00,5,703.8,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-08T18:00:00+00:00,5,745.0,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-08T21:00:00+00:00,5,780.6,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-09T00:00:00+00:00,6,830.2,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-09T03:00:00+00:00,6,898.4,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-09T06:00:00+00:00,6,935.2,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-09T09:00:00+00:00,6,949.0,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-09T12:00:00+00:00,6,965.6,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-09T15:00:00+00:00,6,983.6,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-09T18:00:00+00:00,6,1009.6,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-09T21:00:00+00:00,6,1037.8,0,Linked live river forecast reach,104886.98728563802
MP0211_Bdngr,Badnagar,Ujjain,Ganga,Yamuna,23.057777777777776,75.38722222222222,441003684,6,2026-07-10T00:00:00+00:00,7,1059.3,0,Linked live river forecast reach,104886.98728563802
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-03T00:00:00+00:00,0,0.0,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-03T03:00:00+00:00,0,0.0,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-03T06:00:00+00:00,0,0.5,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-03T09:00:00+00:00,0,1.2,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-03T12:00:00+00:00,0,1.3,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-03T15:00:00+00:00,0,1.6,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-03T18:00:00+00:00,0,2.1,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-03T21:00:00+00:00,0,3.1,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-04T00:00:00+00:00,1,5.2,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-04T03:00:00+00:00,1,7.5,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-04T06:00:00+00:00,1,9.9,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-04T09:00:00+00:00,1,11.6,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-04T12:00:00+00:00,1,13.2,0,Linked live river forecast reach,41578.69098614292
MP0212_Sindu,Sinduriya,Ratlam,Ganga,Yamuna,23.66083333333333,75.21555555555554,441003684,6,2026-07-04T15:00:00+00:00,1,17.2,0,Linked live river forecast reach,41578.69098614292
