cwc_station_name,cwc_district,cwc_river,cwc_basin,cwc_latitude,cwc_longitude,cwc_start_date,cwc_end_date,cwc_daily_rows,cwc_missing_pct,cwc_nonzero_pct,station_code,forecast_station_name,forecast_district,forecast_river,forecast_tributary,forecast_latitude,forecast_longitude,linked_comid,streamorder,reach_link_distance_m,cwc_to_forecast_distance_km,name_similarity_score,river_or_basin_match,linkage_score,candidate_rank
Deb at Khajuri,BARWANI,Narmada,Narmada,21.97077778,75.25780556,2019-06-01,2025-12-31,2378,1.16,63.33,MP1100_Thkri,Thikri,Khargon,Narmada,Narmada,22.06666666666666,75.48333333333332,440970738,7,10335.4121083296,25.577,0.4,True,0.6493,1
Deb at Khajuri,BARWANI,Narmada,Narmada,21.97077778,75.25780556,2019-06-01,2025-12-31,2378,1.16,63.33,MP1100_Bhdli,Bhadli,Khargon,Narmada,Veda,21.850833333333327,75.60527777777777,440983121,7,37207.352799811175,38.247,0.4,True,0.5796,2
Deb at Khajuri,BARWANI,Narmada,Narmada,21.97077778,75.25780556,2019-06-01,2025-12-31,2378,1.16,63.33,MP1100_Plsud,Palsud,Khargon,Narmada,Goi,21.837499999999995,74.97083333333332,440965237,7,29552.319797309792,33.108,0.1,True,0.5029,3
Deb at Khajuri,BARWANI,Narmada,Narmada,21.97077778,75.25780556,2019-06-01,2025-12-31,2378,1.16,63.33,MP1100_Bmnla,Bamnalla_Khargone,Khargon,Narmada,Veda,21.834444444444443,75.83583333333333,440976241,7,39820.51257861692,61.531,0.4,True,0.4516,4
Deb at Khajuri,BARWANI,Narmada,Narmada,21.97077778,75.25780556,2019-06-01,2025-12-31,2378,1.16,63.33,MP1100_Kuksi,Kukshi,Dhar,Narmada,Uri,22.20777777777778,74.7836111111111,440970741,7,15516.84636951086,55.512,0.3,True,0.4497,5
Denwa at Matkuli,HOSHANGABAD,Narmada,Narmada,22.58555556,78.45944444,2019-06-01,2025-12-31,2406,0.0,93.81,MP1100_Pangr,Panagar_Narsinghpur,Narsimhapur,Narmada,Dudhi,22.835277777777776,78.60333333333334,441043628,6,21128.049975171427,31.447,0.2941,True,0.58,1
Denwa at Matkuli,HOSHANGABAD,Narmada,Narmada,22.58555556,78.45944444,2019-06-01,2025-12-31,2406,0.0,93.81,MP1100_Nrngr,Noornagar,Raisen,Narmada,Tenduni,23.11138888888889,78.40277777777777,441050508,6,14617.204139428162,58.758,0.24,True,0.4108,2
Denwa at Matkuli,HOSHANGABAD,Narmada,Narmada,22.58555556,78.45944444,2019-06-01,2025-12-31,2406,0.0,93.81,MP0622_HRGRH,Hirdagarh,Chhindwara,Godavari,Wainganga,22.13055555555555,78.52277777777778,440969334,6,91296.45913238276,51.011,0.24,False,0.3534,3
Denwa at Matkuli,HOSHANGABAD,Narmada,Narmada,22.58555556,78.45944444,2019-06-01,2025-12-31,2406,0.0,93.81,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,73.059,0.2222,True,0.326,4
Denwa at Matkuli,HOSHANGABAD,Narmada,Narmada,22.58555556,78.45944444,2019-06-01,2025-12-31,2406,0.0,93.81,MP1100_Shahp,Shahpur,Betul,Narmada,Tawa,22.133333333333336,77.96666666666665,440928059,7,78037.83516687452,71.39,0.1739,True,0.3182,5
Dhulsar,DHAR,Narmada,Narmada,22.20677778,74.85147222,2001-01-01,2025-12-31,6908,24.35,34.16,MP1100_Kuksi,Kukshi,Dhar,Narmada,Uri,22.20777777777778,74.7836111111111,440970741,7,15516.84636951086,6.987,0.1538,True,0.6654,1
Dhulsar,DHAR,Narmada,Narmada,22.20677778,74.85147222,2001-01-01,2025-12-31,6908,24.35,34.16,MP1100_Dgnwa,Doganwa_Khargone,Khargon,Narmada,Veda,22.114722222222223,74.6686111111111,440985878,7,8465.050850924663,21.433,0.3636,True,0.6594,2
Dhulsar,DHAR,Narmada,Narmada,22.20677778,74.85147222,2001-01-01,2025-12-31,6908,24.35,34.16,MP1100_Plsud,Palsud,Khargon,Narmada,Goi,21.837499999999995,74.97083333333332,440965237,7,29552.319797309792,42.866,0.3077,True,0.5219,3
Dhulsar,DHAR,Narmada,Narmada,22.20677778,74.85147222,2001-01-01,2025-12-31,6908,24.35,34.16,MP1100_Thkri,Thikri,Khargon,Narmada,Narmada,22.06666666666666,75.48333333333332,440970738,7,10335.4121083296,66.92,0.3077,True,0.3896,4
Dhulsar,DHAR,Narmada,Narmada,22.20677778,74.85147222,2001-01-01,2025-12-31,6908,24.35,34.16,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,314.756,0.7778,True,0.3722,5
Dindori,DINDORI,Narmada,Narmada,22.94777778,81.07611111,2001-01-01,2025-12-31,8411,7.89,99.49,MP1100_Sakka,Sakke_Mandla,Mandla,Narmada,Kharmer,22.9,80.89999999999999,440932188,6,67548.04520713889,18.802,0.2222,True,0.6244,1
Dindori,DINDORI,Narmada,Narmada,22.94777778,81.07611111,2001-01-01,2025-12-31,8411,7.89,99.49,MP1100_Ghgri,Ghughari_Mandla,Mandla,Narmada,Burhner,22.67333333333333,80.72055555555553,440962463,6,40562.4483671878,47.534,0.2857,True,0.4886,2
Dindori,DINDORI,Narmada,Narmada,22.94777778,81.07611111,2001-01-01,2025-12-31,8411,7.89,99.49,MP1100_Brtla,Behratola_Mandla,Mandla,Narmada,Burhner,22.5425,80.87,440962463,6,56038.311650724536,49.775,0.1818,True,0.4399,3
Dindori,DINDORI,Narmada,Narmada,22.94777778,81.07611111,2001-01-01,2025-12-31,8411,7.89,99.49,MP1100_Halon,Halon_Mandala,Mandla,Narmada,Burhner,22.39888888888888,80.79527777777778,440962463,6,52541.28072218832,67.493,0.2105,True,0.3525,4
Dindori,DINDORI,Narmada,Narmada,22.94777778,81.07611111,2001-01-01,2025-12-31,8411,7.89,99.49,MP0284_Chtwi,Chatwai,Sahodal,Ganga,Son,23.375,81.3361111111111,441080732,6,90587.39476957529,54.436,0.1429,False,0.3006,5
Dudhi at Panagar,NARSIMHAPUR,Narmada,Narmada,22.83694444,78.60277778,2019-06-01,2025-12-31,2406,0.0,70.28,MP1100_Pangr,Panagar_Narsinghpur,Narsimhapur,Narmada,Dudhi,22.835277777777776,78.60333333333334,441043628,6,21128.049975171427,0.194,0.4118,True,0.7931,1
Dudhi at Panagar,NARSIMHAPUR,Narmada,Narmada,22.83694444,78.60277778,2019-06-01,2025-12-31,2406,0.0,70.28,MP1100_Nrngr,Noornagar,Raisen,Narmada,Tenduni,23.11138888888889,78.40277777777777,441050508,6,14617.204139428162,36.749,0.4,True,0.5879,2
Dudhi at Panagar,NARSIMHAPUR,Narmada,Narmada,22.83694444,78.60277778,2019-06-01,2025-12-31,2406,0.0,70.28,MP0622_HRGRH,Hirdagarh,Chhindwara,Godavari,Wainganga,22.13055555555555,78.52277777777778,440969334,6,91296.45913238276,78.976,0.48,False,0.2836,3
Dudhi at Panagar,NARSIMHAPUR,Narmada,Narmada,22.83694444,78.60277778,2019-06-01,2025-12-31,2406,0.0,70.28,MP1100_Ktngi,Katangi_Jabalpur,Jabalpur,Narmada,Hiran,23.426666666666662,79.8175,441067015,6,35037.212388642554,140.457,0.4516,True,0.2581,4
Dudhi at Panagar,NARSIMHAPUR,Narmada,Narmada,22.83694444,78.60277778,2019-06-01,2025-12-31,2406,0.0,70.28,MP1100_Khrni,Khirhani_Jabalpur,Jabalpur,Narmada,Heran,23.416666666666664,80.26666666666667,441045000,6,52723.02626335636,181.948,0.4375,True,0.2531,5
Gadarwara,NARSIMHAPUR,Narmada,Narmada,22.92333333,78.78944444,2001-01-01,2025-12-31,8392,8.09,89.64,MP1100_Pangr,Panagar_Narsinghpur,Narsimhapur,Narmada,Dudhi,22.835277777777776,78.60333333333334,441043628,6,21128.049975171427,21.434,0.3704,True,0.6617,1
Gadarwara,NARSIMHAPUR,Narmada,Narmada,22.92333333,78.78944444,2001-01-01,2025-12-31,8392,8.09,89.64,MP1100_Nrngr,Noornagar,Raisen,Narmada,Tenduni,23.11138888888889,78.40277777777777,441050508,6,14617.204139428162,44.758,0.3333,True,0.5205,2
Gadarwara,NARSIMHAPUR,Narmada,Narmada,22.92333333,78.78944444,2001-01-01,2025-12-31,8392,8.09,89.64,MP1100_Mergn,Meregaon_Jabalpur,Jabalpur,Narmada,Hiran,23.15805555555556,79.3861111111111,441069768,6,5404.338366277713,66.398,0.32,True,0.3968,3
Gadarwara,NARSIMHAPUR,Narmada,Narmada,22.92333333,78.78944444,2001-01-01,2025-12-31,8392,8.09,89.64,MP0620_PLWRA,Palatwara,Chhindwara,Godavari,Wainganga,22.186111111111117,78.97694444444444,441036748,6,99905.34761386192,84.206,0.6667,False,0.3202,4
Gadarwara,NARSIMHAPUR,Narmada,Narmada,22.92333333,78.78944444,2001-01-01,2025-12-31,8392,8.09,89.64,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,123.244,0.5,True,0.275,5
Gaur at Bhalawara,JABALPUR,Narmada,Narmada,23.10888889,79.98833333,2019-06-01,2025-12-31,2406,0.0,84.08,MP1100_Slwda,Saliwada_Jabalpur,Jabalpur,Narmada,Gour,23.11805555555556,80.01222222222222,441011977,6,7481.550363052474,2.647,0.1818,True,0.6991,1
Gaur at Bhalawara,JABALPUR,Narmada,Narmada,23.10888889,79.98833333,2019-06-01,2025-12-31,2406,0.0,84.08,MP1100_Ktngi,Katangi_Jabalpur,Jabalpur,Narmada,Hiran,23.426666666666662,79.8175,441067015,6,35037.212388642554,39.41,0.25,True,0.5207,2
Gaur at Bhalawara,JABALPUR,Narmada,Narmada,23.10888889,79.98833333,2019-06-01,2025-12-31,2406,0.0,84.08,MP1100_Sehra,Sihora_Jabalpur,Jabalpur,Narmada,Hiran,23.44055555555556,80.09055555555554,441045000,6,44226.15429169239,38.329,0.1935,True,0.5069,3
Gaur at Bhalawara,JABALPUR,Narmada,Narmada,23.10888889,79.98833333,2019-06-01,2025-12-31,2406,0.0,84.08,MP1100_Khrni,Khirhani_Jabalpur,Jabalpur,Narmada,Heran,23.416666666666664,80.26666666666667,441045000,6,52723.02626335636,44.494,0.1818,True,0.4689,4
Gaur at Bhalawara,JABALPUR,Narmada,Narmada,23.10888889,79.98833333,2019-06-01,2025-12-31,2406,0.0,84.08,MP1100_Mergn,Meregaon_Jabalpur,Jabalpur,Narmada,Hiran,23.15805555555556,79.3861111111111,441069768,6,5404.338366277713,61.822,0.2424,True,0.3948,5
Handia,HARDA,Narmada,Narmada,22.49194444,76.99333333,2001-01-01,2025-12-31,9004,1.39,100.0,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,42.198,0.4615,True,0.5795,1
Handia,HARDA,Narmada,Narmada,22.49194444,76.99333333,2001-01-01,2025-12-31,9004,1.39,100.0,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,86.212,0.5,True,0.3508,2
Handia,HARDA,Narmada,Narmada,22.49194444,76.99333333,2001-01-01,2025-12-31,9004,1.39,100.0,MP1100_Bhdli,Bhadli,Khargon,Narmada,Veda,21.850833333333327,75.60527777777777,440983121,7,37207.352799811175,159.723,0.6667,True,0.3333,3
Handia,HARDA,Narmada,Narmada,22.49194444,76.99333333,2001-01-01,2025-12-31,9004,1.39,100.0,MP1100_Mocha,Mocha_Mandla,Mandla,Narmada,Banjar,22.3,80.46666666666665,440962463,6,36090.38781074412,357.715,0.5882,True,0.3059,4
Handia,HARDA,Narmada,Narmada,22.49194444,76.99333333,2001-01-01,2025-12-31,9004,1.39,100.0,MP1100_Bmhni,Bamhni_Mandla,Mandla,Narmada,Banjar,22.48333333333333,80.36666666666666,440962463,6,12335.25192320282,346.57,0.5556,True,0.2944,5
Hathed at Misrod,HOSHANGABAD,Narmada,Narmada,22.63861111,77.55944444,2019-06-01,2025-12-31,2406,0.0,81.42,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,21.309,0.2609,True,0.6241,1
Hathed at Misrod,HOSHANGABAD,Narmada,Narmada,22.63861111,77.55944444,2019-06-01,2025-12-31,2406,0.0,81.42,MP1100_Shahp,Shahpur,Betul,Narmada,Tawa,22.133333333333336,77.96666666666665,440928059,7,78037.83516687452,70.069,0.3478,True,0.3864,2
Hathed at Misrod,HOSHANGABAD,Narmada,Narmada,22.63861111,77.55944444,2019-06-01,2025-12-31,2406,0.0,81.42,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,63.181,0.2222,True,0.3803,3
Hathed at Misrod,HOSHANGABAD,Narmada,Narmada,22.63861111,77.55944444,2019-06-01,2025-12-31,2406,0.0,81.42,MP0220_Nmkhd,Neemkheda,Raisen,Ganga,Yamuna,23.27694444444445,77.68222222222222,441021618,6,52191.30697893914,72.084,0.32,False,0.2655,4
Hathed at Misrod,HOSHANGABAD,Narmada,Narmada,22.63861111,77.55944444,2019-06-01,2025-12-31,2406,0.0,81.42,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,146.146,0.3846,True,0.2346,5
Hiran at Singaldeep,JABALPUR,Narmada,Narmada,23.38613889,79.90886111,2019-06-01,2025-12-31,2402,0.17,89.84,MP1100_Ktngi,Katangi_Jabalpur,Jabalpur,Narmada,Hiran,23.426666666666662,79.8175,441067015,6,35037.212388642554,10.355,0.3529,True,0.7166,1
Hiran at Singaldeep,JABALPUR,Narmada,Narmada,23.38613889,79.90886111,2019-06-01,2025-12-31,2402,0.17,89.84,MP1100_Sehra,Sihora_Jabalpur,Jabalpur,Narmada,Hiran,23.44055555555556,80.09055555555554,441045000,6,44226.15429169239,19.502,0.4242,True,0.6912,2
Hiran at Singaldeep,JABALPUR,Narmada,Narmada,23.38613889,79.90886111,2019-06-01,2025-12-31,2402,0.17,89.84,MP1100_Khrni,Khirhani_Jabalpur,Jabalpur,Narmada,Heran,23.416666666666664,80.26666666666667,441045000,6,52723.02626335636,36.671,0.5143,True,0.6283,3
Hiran at Singaldeep,JABALPUR,Narmada,Narmada,23.38613889,79.90886111,2019-06-01,2025-12-31,2402,0.17,89.84,MP1100_Slwda,Saliwada_Jabalpur,Jabalpur,Narmada,Gour,23.11805555555556,80.01222222222222,441011977,6,7481.550363052474,31.625,0.2857,True,0.5761,4
Hiran at Singaldeep,JABALPUR,Narmada,Narmada,23.38613889,79.90886111,2019-06-01,2025-12-31,2402,0.17,89.84,MP1100_Mergn,Meregaon_Jabalpur,Jabalpur,Narmada,Hiran,23.15805555555556,79.3861111111111,441069768,6,5404.338366277713,59.115,0.2857,True,0.4249,5
Indra at Khapriya,HOSHANGABAD,Narmada,Narmada,22.5722,77.4817,2019-06-01,2025-12-31,2406,0.0,82.17,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,17.112,0.25,True,0.6434,1
Indra at Khapriya,HOSHANGABAD,Narmada,Narmada,22.5722,77.4817,2019-06-01,2025-12-31,2406,0.0,82.17,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,62.58,0.3571,True,0.4308,2
Indra at Khapriya,HOSHANGABAD,Narmada,Narmada,22.5722,77.4817,2019-06-01,2025-12-31,2406,0.0,82.17,MP1100_Shahp,Shahpur,Betul,Narmada,Tawa,22.133333333333336,77.96666666666665,440928059,7,78037.83516687452,69.777,0.3333,True,0.3829,3
Indra at Khapriya,HOSHANGABAD,Narmada,Narmada,22.5722,77.4817,2019-06-01,2025-12-31,2406,0.0,82.17,MP1100_Sehra,Sihora_Jabalpur,Jabalpur,Narmada,Hiran,23.44055555555556,80.09055555555554,441045000,6,44226.15429169239,283.933,0.4516,True,0.2581,4
Indra at Khapriya,HOSHANGABAD,Narmada,Narmada,22.5722,77.4817,2019-06-01,2025-12-31,2406,0.0,82.17,MP1100_Bmnla,Bamnalla_Khargone,Khargon,Narmada,Veda,21.834444444444443,75.83583333333333,440976241,7,39820.51257861692,188.253,0.4242,True,0.2485,5
Jamner at Sandalpur,DEWAS,Narmada,Narmada,22.5775,76.97138889,2019-07-01,2025-11-23,2336,0.09,52.27,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,40.757,0.3846,True,0.5604,1
Jamner at Sandalpur,DEWAS,Narmada,Narmada,22.5775,76.97138889,2019-07-01,2025-11-23,2336,0.09,52.27,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,88.675,0.4138,True,0.3071,2
Jamner at Sandalpur,DEWAS,Narmada,Narmada,22.5775,76.97138889,2019-07-01,2025-11-23,2336,0.09,52.27,MP1100_Bmhni,Bamhni_Mandla,Mandla,Narmada,Banjar,22.48333333333333,80.36666666666666,440962463,6,12335.25192320282,348.873,0.4516,True,0.2581,3
Jamner at Sandalpur,DEWAS,Narmada,Narmada,22.5775,76.97138889,2019-07-01,2025-11-23,2336,0.09,52.27,MP1100_Halon,Halon_Mandala,Mandla,Narmada,Burhner,22.39888888888888,80.79527777777778,440962463,6,52541.28072218832,393.356,0.4516,True,0.2581,4
Jamner at Sandalpur,DEWAS,Narmada,Narmada,22.5775,76.97138889,2019-07-01,2025-11-23,2336,0.09,52.27,MP1100_Tamer,Temar_Jabalpur,Jabalpur,Narmada,Tamer,22.7,80.39166666666667,440932188,6,6856.1959421849615,351.271,0.4375,True,0.2531,5
Kalimachak at Charuwa,HARDA,Narmada,Narmada,22.07361111,76.91444444,2019-07-01,2025-11-30,2328,0.72,69.24,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,70.894,0.3871,True,0.3956,1
Kalimachak at Charuwa,HARDA,Narmada,Narmada,22.07361111,76.91444444,2019-07-01,2025-11-30,2328,0.72,69.24,MP1000_PALNG,Palinga,Betul,Tapi,Tapi,21.803611111111103,77.43305555555554,440988608,7,91401.8738920646,61.34,0.2857,False,0.3126,2
Kalimachak at Charuwa,HARDA,Narmada,Narmada,22.07361111,76.91444444,2019-07-01,2025-11-30,2328,0.72,69.24,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,80.515,0.2857,True,0.3072,3
Kalimachak at Charuwa,HARDA,Narmada,Narmada,22.07361111,76.91444444,2019-07-01,2025-11-30,2328,0.72,69.24,MP1100_Bmnla,Bamnalla_Khargone,Khargon,Narmada,Veda,21.834444444444443,75.83583333333333,440976241,7,39820.51257861692,114.373,0.3784,True,0.2324,4
Kalimachak at Charuwa,HARDA,Narmada,Narmada,22.07361111,76.91444444,2019-07-01,2025-11-30,2328,0.72,69.24,MP1100_Mocha,Mocha_Mandla,Mandla,Narmada,Banjar,22.3,80.46666666666665,440962463,6,36090.38781074412,366.6,0.375,True,0.2312,5
Kaner at Mendhikheda,Khargone,Narmada,Narmada,22.40861111,76.21972222,2019-06-01,2025-12-31,2406,0.0,84.21,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,27.125,0.5333,True,0.6875,1
Kaner at Mendhikheda,Khargone,Narmada,Narmada,22.40861111,76.21972222,2019-06-01,2025-12-31,2406,0.0,84.21,MP1100_Bmnla,Bamnalla_Khargone,Khargon,Narmada,Veda,21.834444444444443,75.83583333333333,440976241,7,39820.51257861692,75.099,0.2222,True,0.3147,2
Kaner at Mendhikheda,Khargone,Narmada,Narmada,22.40861111,76.21972222,2019-06-01,2025-12-31,2406,0.0,84.21,MP1100_Gujri,Gujri,Dhar,Narmada,Karam,22.558333333333334,75.51666666666667,440983121,7,47214.50288495643,74.128,0.16,True,0.2983,3
Kaner at Mendhikheda,Khargone,Narmada,Narmada,22.40861111,76.21972222,2019-06-01,2025-12-31,2406,0.0,84.21,MP1100_Thkri,Thikri,Khargon,Narmada,Narmada,22.06666666666666,75.48333333333332,440970738,7,10335.4121083296,84.795,0.3077,True,0.2913,4
Kaner at Mendhikheda,Khargone,Narmada,Narmada,22.40861111,76.21972222,2019-06-01,2025-12-31,2406,0.0,84.21,MP0215_Sonkh,Sonkatch _C,Dawas,Ganga,Yamuna,22.975277777777773,76.34194444444445,440980362,7,77186.50104248557,64.246,0.2,False,0.2666,5
Karam at Dahiwar,DHAR,Narmada,Narmada,22.22286111,75.53086111,2019-06-01,2025-12-31,2283,5.11,43.5,MP1100_Thkri,Thikri,Khargon,Narmada,Narmada,22.06666666666666,75.48333333333332,440970738,7,10335.4121083296,18.045,0.3636,True,0.678,1
Karam at Dahiwar,DHAR,Narmada,Narmada,22.22286111,75.53086111,2019-06-01,2025-12-31,2283,5.11,43.5,MP1100_Bhdli,Bhadli,Khargon,Narmada,Veda,21.850833333333327,75.60527777777777,440983121,7,37207.352799811175,42.073,0.2727,True,0.5141,2
Karam at Dahiwar,DHAR,Narmada,Narmada,22.22286111,75.53086111,2019-06-01,2025-12-31,2283,5.11,43.5,MP1100_Gujri,Gujri,Dhar,Narmada,Karam,22.558333333333334,75.51666666666667,440983121,7,47214.50288495643,37.331,0.1905,True,0.5113,3
Karam at Dahiwar,DHAR,Narmada,Narmada,22.22286111,75.53086111,2019-06-01,2025-12-31,2283,5.11,43.5,MP1100_Bmnla,Bamnalla_Khargone,Khargon,Narmada,Veda,21.834444444444443,75.83583333333333,440976241,7,39820.51257861692,53.419,0.1875,True,0.4218,4
Karam at Dahiwar,DHAR,Narmada,Narmada,22.22286111,75.53086111,2019-06-01,2025-12-31,2283,5.11,43.5,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,72.61,0.3846,True,0.3853,5
Keolari,SEONI,Godavari,Godavari,22.38138889,79.89972222,2001-01-01,2025-12-31,8480,7.13,91.98,MP0610_DEGHT,Deoghat,Seoni,Godavari,Wainganga,22.385555555555555,79.81333333333333,440912919,6,53230.80136527721,8.894,0.4286,True,0.7511,1
Keolari,SEONI,Godavari,Godavari,22.38138889,79.89972222,2001-01-01,2025-12-31,8480,7.13,91.98,MP0610_UGLI,Ugli,Seoni,Godavari,Wainganga,22.238611111111112,80.0875,440962463,6,52219.12764609669,25.004,0.3636,True,0.6398,2
Keolari,SEONI,Godavari,Godavari,22.38138889,79.89972222,2001-01-01,2025-12-31,8480,7.13,91.98,MP0611_RTNPR,Ratanpur,Seoni,Godavari,Wainganga,22.18305555555555,79.96027777777778,440962463,6,66462.31729945733,22.917,0.2667,True,0.6173,3
Keolari,SEONI,Godavari,Godavari,22.38138889,79.89972222,2001-01-01,2025-12-31,8480,7.13,91.98,MP0610_BNDOL,Bandol,Seoni,Godavari,Wainganga,22.23833333333333,79.5286111111111,440956950,6,86149.81216860679,41.358,0.3077,True,0.5302,4
Keolari,SEONI,Godavari,Godavari,22.38138889,79.89972222,2001-01-01,2025-12-31,8480,7.13,91.98,MP0610_CHNDL,Chhindlai,Balaghat,Godavari,Wainganga,22.01833333333333,80.11083333333332,440760233,6,47039.29789818593,45.849,0.375,True,0.5291,5
Kokiwada,CHHINDWARA,Godavari,Godavari,21.89777778,79.23444444,2020-01-14,2025-12-24,840,61.33,99.64,MP0621_CHAND,Chand,Chhindwara,Godavari,Wainganga,21.950277777777774,79.1247222222222,440785017,6,81726.82298504395,12.735,0.3077,True,0.6876,1
Kokiwada,CHHINDWARA,Godavari,Godavari,21.89777778,79.23444444,2020-01-14,2025-12-24,840,61.33,99.64,MP0620_HRKHR,Hirankheri,Chhindwara,Godavari,Wainganga,21.962499999999995,79.1436111111111,440785017,6,83091.14737937962,11.814,0.2222,True,0.6628,2
Kokiwada,CHHINDWARA,Godavari,Godavari,21.89777778,79.23444444,2020-01-14,2025-12-24,840,61.33,99.64,MP0620_PLWRA,Palatwara,Chhindwara,Godavari,Wainganga,22.186111111111117,78.97694444444444,441036748,6,99905.34761386192,41.621,0.3529,True,0.5446,3
Kokiwada,CHHINDWARA,Godavari,Godavari,21.89777778,79.23444444,2020-01-14,2025-12-24,840,61.33,99.64,MP0622_RMKON,Ramakona,Chhindwara,Godavari,Wainganga,21.68722222222221,78.84944444444443,440785017,6,61431.08866785153,46.133,0.375,True,0.5275,4
Kokiwada,CHHINDWARA,Godavari,Godavari,21.89777778,79.23444444,2020-01-14,2025-12-24,840,61.33,99.64,MP0623_LDKDA,Lodhikheda,Chhindwara,Godavari,Wainganga,21.579166666666666,78.86611111111111,440785017,6,50175.54147903866,51.986,0.3333,True,0.4807,5
Kolar at Mahgaon,SEHORE,Narmada,Narmada,22.7136,77.3664,2019-06-01,2025-11-20,2363,0.08,77.4,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,4.747,0.3478,True,0.7456,1
Kolar at Mahgaon,SEHORE,Narmada,Narmada,22.7136,77.3664,2019-06-01,2025-11-20,2363,0.08,77.4,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,82.125,0.2963,True,0.302,2
Kolar at Mahgaon,SEHORE,Narmada,Narmada,22.7136,77.3664,2019-06-01,2025-11-20,2363,0.08,77.4,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,131.461,0.4615,True,0.2615,3
Kolar at Mahgaon,SEHORE,Narmada,Narmada,22.7136,77.3664,2019-06-01,2025-11-20,2363,0.08,77.4,MP1100_Brtla,Behratola_Mandla,Mandla,Narmada,Burhner,22.5425,80.87,440962463,6,56038.311650724536,360.088,0.3871,True,0.2355,4
Kolar at Mahgaon,SEHORE,Narmada,Narmada,22.7136,77.3664,2019-06-01,2025-11-20,2363,0.08,77.4,MP1100_Dgnwa,Doganwa_Khargone,Khargon,Narmada,Veda,22.114722222222223,74.6686111111111,440985878,7,8465.050850924663,285.196,0.3871,True,0.2355,5
Kumhari,BALAGHAT,Godavari,Godavari,21.88444444,80.17527778,2001-01-01,2025-12-31,8383,8.19,99.87,MP0610_BLGHT,Balaghat,Balaghat,Godavari,Wainganga,21.80388888888889,80.16166666666666,440760233,6,20715.150243013453,9.067,0.2667,True,0.6935,1
Kumhari,BALAGHAT,Godavari,Godavari,21.88444444,80.17527778,2001-01-01,2025-12-31,8383,8.19,99.87,MP0610_CHNDL,Chhindlai,Balaghat,Godavari,Wainganga,22.01833333333333,80.11083333333332,440760233,6,47039.29789818593,16.304,0.375,True,0.6916,2
Kumhari,BALAGHAT,Godavari,Godavari,21.88444444,80.17527778,2001-01-01,2025-12-31,8383,8.19,99.87,MP0610_KHARI,Khairi,Balaghat,Godavari,Wainganga,21.54583333333333,79.97472222222223,440823533,6,588.4311506029227,42.976,0.7692,True,0.6829,3
Kumhari,BALAGHAT,Godavari,Godavari,21.88444444,80.17527778,2001-01-01,2025-12-31,8383,8.19,99.87,MP0613_RMPLI,Rampaili,Balaghat,Godavari,Wainganga,21.76083333333333,80.0375,440840042,6,20170.546723478277,19.779,0.4,True,0.6812,4
Kumhari,BALAGHAT,Godavari,Godavari,21.88444444,80.17527778,2001-01-01,2025-12-31,8383,8.19,99.87,MP0612_MNPUR,Manpur,Balaghat,Godavari,Wainganga,22.025,80.1525,440760233,6,47185.618457486766,15.805,0.3077,True,0.6708,5
