cwc_station_name,cwc_district,cwc_river,cwc_basin,cwc_latitude,cwc_longitude,cwc_start_date,cwc_end_date,cwc_daily_rows,cwc_missing_pct,cwc_nonzero_pct,station_code,forecast_station_name,forecast_district,forecast_river,forecast_tributary,forecast_latitude,forecast_longitude,linked_comid,streamorder,reach_link_distance_m,cwc_to_forecast_distance_km,name_similarity_score,river_or_basin_match,linkage_score,candidate_rank
Bakhari,SEONI,Godavari,Godavari,22.32472222,79.46805556,2019-09-26,2025-12-31,1595,30.32,96.55,MP0610_DEGHT,Deoghat,Seoni,Godavari,Wainganga,22.385555555555555,79.81333333333333,440912919,6,53230.80136527721,36.146,0.2857,True,0.5512,3
Bakhari,SEONI,Godavari,Godavari,22.32472222,79.46805556,2019-09-26,2025-12-31,1595,30.32,96.55,MP0611_RTNPR,Ratanpur,Seoni,Godavari,Wainganga,22.18305555555555,79.96027777777778,440962463,6,66462.31729945733,53.049,0.4,True,0.4982,4
Bakhari,SEONI,Godavari,Godavari,22.32472222,79.46805556,2019-09-26,2025-12-31,1595,30.32,96.55,MP0620_PLWRA,Palatwara,Chhindwara,Godavari,Wainganga,22.186111111111117,78.97694444444444,441036748,6,99905.34761386192,52.839,0.375,True,0.4906,5
Bamni,MANDLA,Narmada,Narmada,22.485,80.37638889,2002-01-01,2025-12-31,8119,7.38,74.02,MP1100_Bmhni,Bamhni_Mandla,Mandla,Narmada,Banjar,22.48333333333333,80.36666666666666,440962463,6,12335.25192320282,1.016,0.5882,True,0.8503,1
Bamni,MANDLA,Narmada,Narmada,22.485,80.37638889,2002-01-01,2025-12-31,8119,7.38,74.02,MP1100_Mocha,Mocha_Mandla,Mandla,Narmada,Banjar,22.3,80.46666666666665,440962463,6,36090.38781074412,22.568,0.375,True,0.6571,2
Bamni,MANDLA,Narmada,Narmada,22.485,80.37638889,2002-01-01,2025-12-31,8119,7.38,74.02,MP1100_Tamer,Temar_Jabalpur,Jabalpur,Narmada,Tamer,22.7,80.39166666666667,440932188,6,6856.1959421849615,23.958,0.2222,True,0.596,3
Bamni,MANDLA,Narmada,Narmada,22.485,80.37638889,2002-01-01,2025-12-31,8119,7.38,74.02,MP1100_Ghgri,Ghughari_Mandla,Mandla,Narmada,Burhner,22.67333333333333,80.72055555555553,440962463,6,40562.4483671878,41.076,0.3158,True,0.5346,4
Bamni,MANDLA,Narmada,Narmada,22.485,80.37638889,2002-01-01,2025-12-31,8119,7.38,74.02,MP1100_Halon,Halon_Mandala,Mandla,Narmada,Burhner,22.39888888888888,80.79527777777778,440962463,6,52541.28072218832,44.103,0.3529,True,0.531,5
Barmanghat,NARSIMHAPUR,Narmada,Narmada,23.03055556,79.01583333,2001-01-01,2025-12-31,8944,2.05,100.0,MP1100_Pangr,Panagar_Narsinghpur,Narsimhapur,Narmada,Dudhi,22.835277777777776,78.60333333333334,441043628,6,21128.049975171427,47.497,0.4286,True,0.5388,1
Barmanghat,NARSIMHAPUR,Narmada,Narmada,23.03055556,79.01583333,2001-01-01,2025-12-31,8944,2.05,100.0,MP1100_Mergn,Meregaon_Jabalpur,Jabalpur,Narmada,Hiran,23.15805555555556,79.3861111111111,441069768,6,5404.338366277713,40.44,0.2308,True,0.5083,2
